userName,score,at,content
Nur Widodo,1,2024-05-25 14:41:37,"Saya Pelanggan baik di Kriditvo,entah itu di pinjaman tunai atau play later,tidak pernah gaybay atau telat dalam membayar,Tapi kenapa sekarang setelah pinjaman tunai lunas lama sudah lunas dan akan mengajukan kembali untuk modal usaha tidak bisa dan play later juga, tolong untuk pihak Kriditvo mana konsumen yang baik dan tidak bisa memilih dalam hal angsuran.kecewa dengan pihak Kriditvo yang selama ini Pelanggan tetap!"
perni lawolo,1,2024-05-25 13:08:21,"Ini aplikasi di uninstall saja dah,GK guna banget,kata nya dalam detik akan cair eh ketika sudah diisi semua identitas nya malah ditolak, kecewa banget sih 😡😡 jadi kasih satu bintang saja, dan saya harap itu data dijaga baik jng sembarangan di gunakan, jika suae."
Wendy Laurensius,2,2024-05-25 10:08:18,"Utk yg mau download kredivo lbh baik pikir"" dl. Sya pengguna kredivo 3thn lbh byran lancar jaya, limit masih ada tapi status transaksi tidak sah terus, uda coba dr semua merchant tokped shope gagal smua. Beneran kecewa"
Yafiyah Yasmin,5,2024-05-25 09:43:38,"makasih ya kredivo udah bantu aku buat belanja di e-commerce shopee, ada pinjaman dana tunai jga, bisa beli pulsa , pokok nya the best deh kredivo dengan fitur 2 nya"
Sentra Jaya Mitra Sukses (Contribution analysis),5,2024-05-25 09:27:17,"Semoga di berikan kemudahan dalam menggunakan fasilitas kredivo, maaf saat ini saya kasih bintang full. karena memang KREDIVO yang terbaik dalam memberikan pelayanan kepada pelanggan nya, walupun telat bayar, kredivo tetap sopan dan beretika dalam mengingatkan kita slalu membayar tepat waktu. (Itu yang saya suka) SUKSES TERUS buat KREDIVO dan seluruh jajaran tim analis dan staff KREDIVO. kalo ada tambahan bintang lagi saya kasih 10 bintang ( REKOMENDASI banget )"
Jadilah Baik,5,2024-05-25 07:30:27,Aplikasi kredipo sangat bisa di andalkan.. Semua kebutuhan hanya dengan sekali klik terselesaikan.. Saya sangat merekomendasikan aplikasi ini.. Sukses kredipo 🥰
TNS Official,1,2024-05-25 01:12:55,"Aplikasi aneh , Saya baru daftar kredivo ,saya dapat limit 500rb nah saya coba limitnya saya pakai 300rb eh , kemudian muncul tagihan di bulan juni tanggal 24 ,eh pas saya buka aplikasinya lagi tiba-tiba akun di tangguhkan karena ada tagihan yang jatuh tempo ,masa temponya cuman 3 jam doang anehh"
Riza Tus,1,2024-05-24 23:48:44,Pada tgl 24 Mei 2024 sy menghapus aplikasi ini krn sdh tdk butuh dan sy sama sekali tdk punya tanggungan di apk ini Jika sewaktu2 ada penyalahgunaan data sy maka sy tdk bertanggung jawab. Dan sy akan menuntut jika ada pihak yg menyalahginakan data sy. Mksh
citra abang,2,2024-05-24 21:10:10,Awalnya saya merasa terbantu sama pay latter dan pinjaman tunai nya lama2 pinjaman tunai dan pay latter pun ga bisa d gunakan padahal pembayaran selama ini ga pernah telat pay latter tiap bulan d bayar limit pun ga pernah bertambah malah ga bisa d gunakan yg lebih parah nya saya telat sehari karena saya melahirkan Caesar dendanya ga ada otak 50 RB sehari 365 RB pay latter denda 50 RB saya kaget banget bulan depan pembayaran terakhir semoga bisa segera melunasi nya
Vira Pradanti,4,2024-05-24 21:09:39,"Untuk pemula dgn limit 1,500 itu udah sangat membantu. Dan proses cepat, isi data jga gk ribet. Semoga segera dpt limit bnyk lgi 👍 say kasih bintang 4 dlu, ntar klo limit naik saya tambah 👍"
Herman Maulana,5,2024-05-24 21:04:32,Aplikasinya membantu juga buat transsaksinya mudah untuk d gunakan berbagai macam transaksi.. beli pulsa top-up beli data belanja online dan sebagainya.. tapi sayang buat dompet digital saya di kunci
Arsy Arsy,5,2024-05-24 20:04:11,"sebenarnya uda bagus.. cuma satu klw uda waktunya bayar tlp trs trkadang sgt menganggu klw lagi krj, apa lgi pas lgi rapat.. cuma saran aj buat kredvo klw terlambat bayar jg itukan ada denda keterlambatan dan kt pasti bayar kecuali tdk ada denda.. jadi ga usah tlp trs klw jatuh tempo bayar.. terkecuali suda telat 3 atw 4 hari.. trimakasih"
Julia Yaman,3,2024-05-24 19:35:50,"Giliran mau bayar sisa bentar lagi pasti kelakuanya susah masuk, sengaja banget,, bentar lagi selesai , mau masuk akun aja susah banget pin salah lah malah muncul pendaftaran lagi,,"
Cici Medan,4,2024-05-24 17:31:38,Aplikasi nya bagus. Pertama daftar dapat limiet tinggi . Tapi begitu ajukan pinjaman . Limiet yang tersisa sudah tidak bisa di pakai semua ya
Wong Sedyo Mulyo,5,2024-05-24 17:13:30,"Kenapa ya saya ingin mengajukan lagi, knapa di tolak. Pada hal pembayaran selalu sebelum jatuh tempo. Limit naik tapi pengajuan pinjaman di tolak langsung dan harus menunggu sampai 1 bulan. Sebagai nasabah saya sangat kecewa banget."
Lapak Ci Bule,5,2024-05-24 15:53:26,Sebetul nya saya suka dengan paylater kredivo Cuma sempat telat dab sudah di bayarkan Tapi entah kenapa skrng ngk bisa di gunakN lagi.. Mohon di perhatikan Baru 1x terlambat Biasa nya juga selalu tepat waktu. Ngk mungkin donk sisa utang nya saya tidak bayarkan ???
DAVID JUNAIDI,1,2024-05-24 15:52:16,"kenapa kenaikan kredit saya tidak di setujui,? apakah saya pernah telat bayar,? sudah beberapa kali pinjam 10jt terus, selalu di bayar tepat waktu sampai lunas bahkan pembayaran selalu di depan jauh sebelum jatuh tempo. kurangnya di mana,?? saya turunin jadi bintang 1, nanti kalo kenaikan limit saya sudah di setujui baru saya kasih full"
Dinda Oktaviani,5,2024-05-24 15:32:19,"Saya sudah pakai 1 tahun lebih dan prosesnya cepat, kenaikan limit jugaa mudah. Saya sudah kurang lebih 3 kali limit nya naik. Pokoknya the best, selama kita juga tidak mengecewakan dalam membayar tagihan. Terimakasih."
Noe aja,1,2024-05-24 15:23:45,"Gw pelanggan lama, bertahun tahun pake kredivo sampe akun premium & kredit skor A+ , mau jadi A++.... Eh pas gw lagi ada masalah pembayaran jadi telat, baru juga telat 2 minggu udh kaya kriminal aja gw, bertahun2 gw ngasih Bunga buat kredivo, dibanding sama tagihan telat gw yg cuman beberapa ratus ribu sebenernya udh banyak Bunga yg gw kasih ke kredivo di banding tagihan gw yg telat..eh gw dah jadi kaya buronan aja di tagih dengan cara gak sopan. Terpaksa gw ganti jadi bintang 1."
Fahmi Dahari,1,2024-05-24 14:14:13,"kecewa Berat, nyesel berat pake kredivo, Padahal udh bayar sebelum jatuh tempo, tapi di apk tidak berkurang nominal yg sudah di bayarkan, nyesel pake ni apk tidak bisa membantu sama sekali, yg ada hanya memeras giliran ada case atau masalah tidak di selesaikan secara tuntas, apalagi tim CS nya kek orang bingung, tidak mau tau mengenai masalah tersebut, padahal sudah jelas jelas bukti tf dan terkonfirmasi tapi masih saja tidak berkurang engga mau pake lagi dah cukup 1x"
wawan wijayanto,5,2024-05-24 11:57:02,"Belanja semakin mudah, dari belanja kebutuhan bulanan sampai electronik. Alfamart, Alfamidi, Hypermart Tengkyu Tambahan ......bulan tanggung belum gajian ....pastinya ada kredivo solusinya......josss"
Babang Madon1,5,2024-05-24 10:45:23,Udah 2 bulan gak bisa digunakan limit 10jt.tapi transaksi selalu tidak bisa dan tidak sah. Padahal buat bayar listrik dan wifi doang
Aphin Chen,5,2024-05-24 10:21:36,"Aplikasi yang bagus , sangat memuaskan dan memudahkan apabila butuh dana darurat , tampilan sederhana dan mudah di gunakan. Terima kasih banyak Kredivo"
Abdul Rahmat,3,2024-05-24 10:08:58,"Ga jelas lah kredivo, Score credit menurun masa, byar g prnah telat, ""Alesannya transaksi sesuai batas limit"" Emang nya bisa transaksi melebihi bates limit yg ada,,, ga mungkin bisa lah... NGACOOOO"
Hendri NSC finance,2,2024-05-24 06:56:25,Kenapa dompet digital tidak bisa dipake ya padahal sudah bayar dan kredifaz nya juga tidak bisa padahal pembayar sebelum jatuh tempo mau beli pulsa aja ndk bisa cek berkala skor kredit turun gmna mau perbaiki scor kredit kalok limit tidak bisa dipake
Yadi Supriyadi,2,2024-05-24 06:33:42,"Fitur flexi card sudah tidak aktif, sebelumnya infinite card, kemudian scan Qris di non aktif... Ada apa dengan kredivo? Apa udh ubah slogan menjadi sekaku itu? Sebelumya se flexible itu 😁"
Ai Samsiah,3,2024-05-24 05:58:35,"Saya pinjam tunai bayar kredivo selalu sblum jatuh tempo,tapi udh 2 bulan saya tidak bisa gunain transaksi apapun pdahal limit besar loh,saya kn udh sering pakai transaksi pulsa,listrik blnja online ,tpi 2 buln saya gk bisa pakai apapun,jujur saya kecewa sudah slalu bayar tepat waktu tpi di persulit pinjaman ny"
Mada Prihandana,2,2024-05-24 01:34:05,"transaksi belanja di tokopedia susah , setiap mau masukan no virtual account selalu ada notif masukan no virtual account dengan benar,padahal sudah benar ,bahkan angka depan nya juga sudah dihapus,minta solusi selalu disuruh menunggu beberapa selang waktu, ini sudah jalan 3 bulan selalu begini"
Septian Adi Wirawan,5,2024-05-23 22:57:24,"Sudah 3x mencoba kenaikan Limit Ditolak dan alasan tidak diberitahu kenapa Ditolak, 1x pengajuan itu 3 bulan lamanya, sangat kecewa dengan kredivo untuk hal ini karena sudah bertahun2 menggunakan kredivo tapi seperti ini pelayanannya dan 1 lagi tim analis bisa kok lihat track record dari akun masing2 costumer, jangan cuma cek dan tolak pengajuan paham ? Tolong segera diperbaiki kinerja dari tim analisnya . Kalo gak berbobot gak usah dipekerjakan dan diganti sistem yg lebih baik untuk customer"
Alifa Evga,5,2024-05-23 22:18:06,"Terimakasih kredivo sudah sangat membantu, tapi tolong perbaiki pelayanannya ya. Pdhl saya pembayaran gapernah telat bahkan sebelum jatuh tempo sudah dibayar tapi kadang suka tiba2 ke blokir saat mau peminjaman"
Gugi Yakin,5,2024-05-23 21:51:29,"Sangat mudah dengan aplikasi kredivo belanja lebih simple untuk keperluan sehari2 ,apalagi ada kebutuhan mendadak kredivo snagat membantu pembayaran yg fleksibel bisa bayar bulan depan ataupun cicilan 3-6 bulan , terimakasih kredivo mohon pengajuan kenaikan limit di aprove ,sukses terus kredivo tambah lagi limit nya dong agar sering belanja dan waktu cicilan bisa 12-24 bulan ..trims kredivo"
Asta Astawa,5,2024-05-23 20:36:03,"sangat membantu disaat mendesak,,walaupun limit pemula limit belum besar tapi sangat membantu dan pencairannya cepat,dan ada paylater juga yg berhubungan dgn aplikasi belanja online.🙏bunga paling rendah dan harga pulsa paling murah,tapi saya sangat ingin menjadi akun premium,tapi gak tau caranya🙏"
Teguh Suprapto,4,2024-05-23 20:29:19,"Biaya admin nya terlalu besar di banding dengan kompetitor sejenis. Aplikasi ok cukup friendly use, merchant lumayan ok walau beberapa brand ternama blm ada masuk. Tapi cukup lah"
Novi Lestari,5,2024-05-23 19:52:47,"Sangat membantu keuangan pas lagi butuh butuhnya.. Keren deh pokoknya pake aplikasi ini, sukaa bngt, cuma limitnya beli pulsa atw token yg kepakai bisa 1jutaan.. Hmm"
zulvan wardhana,1,2024-05-23 17:52:21,"Sisa limit 11.061.609 tapi selalu gagal untuk transaksi dimana pun, saya pengguna kredivo sejak 3 tahun lalu. Tidak pernah terlambat dalam pembayaran, selalu tepat waktu. Tidak pernah transaksi melebihi limit. Skr transaksi di kredivo dipersulit padahal punya riwayat yg bagus."
peter cipto,5,2024-05-23 16:42:36,Baru pakai 3 bulan sudah di setujui upgrade ke basic pinjaman cicilan 3 bulan. catatan pembayaran jangan pernah telat. Terimakasih Kredivo...
Yoko Rudi,5,2024-05-23 15:40:03,"Membantu banget buat aku,dan ingat pake seperlunya,jgn khilaf ya,buat yg ingin memakai aplikasi kredivo,sekarang sdh bisa di pake cekout di berbagai toko online,indo dan alfa,dan tentunya masih banyak lagi deh.salut deh buat kredivo Aku pake kredivo,dari usulan bos aku loh🤭"
heru wibowo,2,2024-05-23 13:52:12,"Keterlambatan 1x dan bulan depannya langsung dibayar hingga 2bulan kedepan,tetapibscore kredit turun, tidak bisa belanja tokped, tidak bisa kredifazz, sia sia jadi pelanggan lama dari tahun 2020"
Nindia Paramudita,5,2024-05-23 10:12:36,"hai kredivo, terima kasih banyak ya. dari banyak nya pinjaman online hanya kredivo yg memberikan saya kesempatan menjadi nasabah pinjaman online. hanya kredivo yg dapat saya andalkan. kredivo maju terus ya, smga semakin banyak nasabah semakin sukses pula kredivo. terima kasih banyak kredivo sudah sangat membantu saya selama ini. love youuu kredivoooo 🖤🖤"
Jey Dilah,5,2024-05-23 10:03:38,"Enak nya saling percaya, walau ada keterlambatan tidak merubah sebuah kepercayaan, sangat mudah dan gampang bekerja sama dengan kredivo, limit saya sudah tinggi karna kredivo sangat percaya, dan pencairan pun waktu yang singkat, terima kasih kredivo🙏🙏🙏😍😍😍"
Thressye Wahyuna Abrahams,5,2024-05-23 08:59:02,"Sangat bagus. Dan mbantu sekali. Terus tingkatkan layanannya.makin sukses, sipp, sangat membantu.sangat puas karena saat perlu bisa langsung pakai tanpa ribet. Sukses selalu"
Syamsul Huda,5,2024-05-23 07:34:16,"Sampai saat ini, mungkin jikalau mendesak atau bingung cari pinjaman ,saya pribadi menilai kredivo sangat membantu dan sangat bagus bagi saya,tenor pembayaran yang saya suka sebulan sekali menyesuaikan gaji saya di satu bulan sekali, terimakasih kredivo semoga sukses selalu dan selalu maju dan lebih baik pokoknya"
zufar asshshuhail,1,2024-05-23 02:17:44,"Pelayanan buruk buruk buruk sekali...seandainya ada di bawah bintang satu...saya akan beri penilaian di bawah bintang satu....semakin parah, buruk..buruk sekali...ditelpon, disuruh menggunakan limit/kredivo...setelah di gunakan, dan kemudian dibayar....malah limit nya tidak naik...masih lebih baik dari pinjol yang lain...kredivo sangat sangat sangat buruk..buruk...buruk...pengguna yang lain..jangan pernah menggunakan app kredivo ini...pasti nanti menyesal"
M. Zaky,5,2024-05-22 21:08:30,"Aplikasi Paylater & Pinjaman 0nline terbaik👍 Registrasi tidak ribet & rumit. Cara Bayar mudah, bisa melalui minimarket, e-commerce & transfer(VA) antar bank. Limit BESAR, proses pencairan pinjaman cepat & praktis. Sangat recommended , terutama bagi yang tidak memiliki Kartu Kredit & banyak kesan positif dari penggunanya. 🤗 👍 🙏"
santa seprina,5,2024-05-22 19:38:41,"Padahal bayar sebelum jatuh tempo, tapi kenapa pas mau top up dana tidak disetujui? Apa perlu pas di tanggal jatuh tempo nya baru di bayar supaya bisa disetujui? 😪😪😪 padahal pake kredivo rutin banget sampai-sampai limit uda naik karena sering pakai kredivo tapi saat ini dikecewain karena permintaan tdk disetujui padahal bayar 5 hari sebelum jatuh tempo uda di bayar huhhh"
Firly Athia Rahmansyah,5,2024-05-22 19:34:52,"Nyicil barang di Tokopedia dan Lazada jd ribet dan ga bisa pakai kredivo,karna harus pakai Acount BRI dan Permata Bank.Saya gak punya keduanya.Dulu gampang,tinggal pembayaran lewat Kredivo di Tokopediany dan Lazadanya."
Aii Nurhayatii,1,2024-05-22 19:31:03,Klau bisa lebih tingkat kan lagii ...saya nggak pernah nunggak atau telat bayar tapi pas saya bayar kenapa limit nya masihh berkurang yah malah berkurang nya parah banget
Sang Pengembara,2,2024-05-22 18:25:30,"Mengapa saya tidak lagi melihat level benefit di aplikasi kredivo? Primer, bintang olimpiade, jawara fleksibel. Apakah level benefit kredivo telah dihapus?"
Tri Wahyuningrum,4,2024-05-22 17:45:45,"Saya kurang puas aja . Saya punya 2 cicilan yg pertama tinggal 2 bulan lagi dan ke 2 tinggal 6 bulan lagi, kenapa ya limit saya hanya 100rb an aja. Mau transaksi lagi jadi ngak bisa ."
Dicyi Sabanda,1,2024-05-22 16:56:17,"Kredivo jadi tidak sefleksibel itu, udah bagus bisa bayar pakai qris dan payment Tokopedia langsung dari aplikasi, sekarang dipersulit harus pakai virtual account BRI, pas mau bayar malah gak bisa codenya, padahal copy paste dari tokopedia, ANEH !"
Hayatun Nufus,2,2024-05-22 15:38:33,"Limit nye bikin ribet!!! Pake dibagi² sgala, Ada Limit 3bln, 6bln, 12bln... Punya limit 3jt baru dipake 50% uda Langsung Abis! Gak Bisa dipake sepenuh ny Payahhh! Padahal seharus ny masih ada sisa limit 50% lg... pengen ngutang barang2 kecil jd susahh! Mesti Lunasin Tagihan dlu."
Diandra Ramadhani R,5,2024-05-22 13:55:53,"Awalnya udah seneng bisa pake kredivo disaat org lain susah buat daftar dan gunain kredivo Tapi pas kesini kesini mau top up pulsa aja gak bisa, tidak sah atau apalah itu .. Dipake belanja yang lain juga gak bisa 😂"
Dwi Dewantara,5,2024-05-22 12:54:34,Tetap bs diandalkan. Meskipun ada beberapa pembaruan sistem. Mudah²an aplikasinya stabil tdk blankout saat hendak login. Thank you divo
Lala Titing,5,2024-05-22 12:51:31,"Istimewa'......... Layanan cepat dan dimengerti,sangat membantu untuk yang mempunyai kebutuhan mendadak,darurat dan lain sebagainya,saya pertama ini dibantu oleh kredivo,semoga lancar untuk cicilan pengembaliannya,sekali lagi terimakasih untuk teaml kredivo............... Jaya kredivo.....lancar selalu....saya sangat terbantu Meskipun pada dasarnya kita tak ingin berhutang,kita ingin bebas dari utang, tapi kenyataan hidup itu sangatlah real,kita butuh uang kita cari uang dengan berbagai cara."
chindanita 7,5,2024-05-22 12:27:55,"Terlalu sangat luar biasa sekali ini aplikasi, tidak sampai 5 menit dana lgsg cair. Semoga tetap amanah , dan berharap kedepannya limit bisa bertambah ya kak. 🙏"
Yanuar Ishak,5,2024-05-22 12:20:46,"Saran saya agar kredivo menyediakan pilihan bayar lebih awal, jdi pngguna bisa langsung lunasi walaupun masi bberapa bulan lgi, tidak dikunci seperti skrg. Aplikasi ini membantu saat keadaan ku terdesak👍, sudah sejak lama ku pakai kredivo, disiplin bayar stiap hbis gajian tanggal 25, skrng akun sudah Premium dengan score A, tpi limit ku masih kecil, harapannya kredivo pnya kebijaksanaan(nggapelit) mmberikan bonus penambahan limit kepada pengguna setianya 🤲AMIIN yg kenceng... Thanx kredivo,,,"
fredy rikus,5,2024-05-22 10:02:44,Skor kredit bagus gk pernah telat bahkan pelunasan cepat dan berulang2 tapi limit pinjaman tunai bukannya malah makin berkurang. Tidak tertarik lagi dan malas rekome aplikasi ini
Haerudin Unchex,5,2024-05-22 08:59:50,"Lumayan untuk saat ini kemudahan transaksi dimerchant, tapi limit nya blom bisa nambah, bisa pinjam tunai nya ok nih. Kemudahan dan promonya asik asik, coba tuk pembayaran nya bisa dirandom jadi makin asik layanannya. Tapi tetap harus bijaksana dalam penggunaan nya biar ga melilit 👌🏽🤙🏽🙏🏽"
Oliviana Kaiin,1,2024-05-22 07:11:17,Saya ada pembayaran shopee yang terkendala tagihan kredivo tetap ada tetapi pembayaran ke toko.. Tidak diterima oleh toko. Saya di tagih toko dan juga ada kredivo Artinya double tagihan pembayaran yang saya terima. Komplain ke cs kredivo gak dapat jalan keluar harus laporan ke shopeenya Laporan ke shopeenya harus laporan ke kredivonya cuma dibulak balik doank gak da jalan keluar Uang saya hilang untuk bayar keduanya tapi tidak ada dana kembali Banyak kendala maaf saya beri rating 1..
Tresya Tresya,1,2024-05-22 01:19:50,Saya mau bilang jujur mmng telat pembayaran tapi setidaknya bisa kasih waktu gitu untuk membayar dari tiap kredivonya kalau misalnya kami belum punya uang apakah ada akan paksah untuk membayar gitu sekali apakah harus bunganya terlalu besar lagi ada 1 apakah Dari DC mengancaman terhadap masyarakat seperti ini dan kami di suruh gadaikan barang berharga ki untuk di jualkan untuk membayar!kalau misal kreditvo pemaksaan untuk bayar tapi kita di tdkmodal untuk membayar apakah itu ancaman bgi nasabah
Dionel Messi,1,2024-05-22 00:10:05,"Akun saya ga bisa dipake, padahal limitnya naik, dah nunggu 5 hari tetap aja transaksi tidak sah. Gatau apanya yg ga sah, ribet. Otw hapus kredivo apk pinjol gak jelassss!!!!!"
Miftachul Maarif,5,2024-05-21 21:35:13,Mantap lah kredivo. Allhamdulillah selama menggunakan kredivo tidak ada kendala. Dan banyak sekali membantu kebutuhan saya. Terimakasih kredivo semoga di tingkatkan lagi dan sukses selalu.
Rohani Abdussalam,3,2024-05-21 19:05:44,"Bagus yah menurut ku,, Baru pertama kali download langsung dapat limit 2 jutaan . Untuk saat ini cukup 3 bintang dulu . bulan kedepan mudah2 han naik limit lebih besar dari limit pertama 🙏🙏🙏"
Erlindah Sri mulyani,5,2024-05-21 17:05:33,"Sangat membantu dan apk bagus mudah di pahami rekomendasi banget deh kredivo, terimakasih kredivo, semoga limit cepat meningkat sayang banget sudah lunas transaksi tapi limit belum naik semoga bisa cepat naik limitnya"
Aanggi Istarr,3,2024-05-21 15:43:55,"Sekarang saya di bikin ribet kalau mau beli pulsa di sini, susah di setujuinya, padahal saya dalam sebulan bisa jutaan beli pulsa, saya selalu bayar tepat waktu, dan saya tidak pernah bermasalah."
aand prajurit Garputala,1,2024-05-21 15:18:43,"Makin kesini maki susah dan dipersulit... Dulu kartu flexi sekarang QRIS dinonaktifkan , padahal sudah jadi member premium bikin ehh saat mau bayar pakai kredivo nggak bisa bikin malu saat di kasir aja... Padahal Bayar nggak pernah telat ,"
Iierhaa Rhenataa,5,2024-05-21 14:50:14,"Kredivo bagus banget, memudahkan saya untuk melakukan transaksi di market place. Hanya saja akun saya terupdate otomatis ke premium tapi gak ada limitnya sama sekali jadi gak bisa di pakai."
SOFYAN,3,2024-05-21 13:18:45,"Sudah lebih 3th pake kredivo dan akun sdh premium.. Aplikasinya mudah digunakan, dan membantu, tenor dan bunganya juga bersaing dgn aplikasi lain. Transaksi dgn Qris juga mudah tanpa perlu isi saldo. Tapi kendala cuma di limitnya aja.. Limit kreditnya 8,2jt dan di bagi bagi spt kuota paket data, jadi agak bingung.. Dan untuk naik limit juga susah, selama pake kredivo setiap 3 bulan ajukan naik limit, gagal tetap di tolak sampe saat ini, lebih cepat di aplikasi lain untuk bisa naik limitnya.."
Arofaqila Arof,4,2024-05-21 12:28:30,"Bunganya kecil, tapi sayang tidak bisa melakukan pinjaman 2x sblum yg pertama lunas... Tidak seperti di aplikasi oren, bisa doubel"
Tere Aisyah,4,2024-05-21 11:34:17,"Kecewa krn sekarang penggunaan belanja pakai Qris sdh gak bisa, tadinya blanja bebas dimanapun bisa asal toko menyediakan pembayaran pakai Qris. Sdh gak bisa lagi makan-makan bareng teman 🥺"
Novizal,5,2024-05-21 10:38:05,"Semoga lancar terus kredivo, selalu berikan yg trbaik buat custumer langganannya. Kalo bisa tiap pengambilan setelah lunas ada kenaikan limitnya biar tambah betah dan lancar."
Sugeng Wahyudi,5,2024-05-21 10:05:36,"Aplikasi bagus cuma limit yang ada ga bisa di pakai, tah apa maksudnya limit hanya buat pajangan di beranda, bayar tepat waktu tapi scor malah jadi c, mohon di perjelas maksudnya scor bukan naik malah turun"
Kaliza Pratama,1,2024-05-21 09:59:07,"Akun saya di blokir permanen gara2 di pakai mainan anak sata jadi terindikasi ada transaksi di luar ketentuan kredivo,padahal aplikasi ini sangat membantu,tolong di berikan solusi agar akunnya bisa aktif kembali,terima kasih."
Suryanata Saputra,5,2024-05-21 09:24:54,Mudah d gunakan Namun sayang denda keterlambatan pembayaran nya sangat besar... Baru 1 hri jatuh tempo.. dendanya sudah sampai 60rb.. Ini cukup memberatkan.. padahal baru kali ini telat bayar... Tp ysdh lah... Untuk aplikasi bagus
johan service,2,2024-05-21 08:38:28,"Sudah lebih dr 1 tahun saya pakai dan banyak transaksi yg saya lakukkan tp limit dan score tidak pernah ada perubahan. Pelayanan dan fasilitas kredivo makin lama makin buruk, Dari kemarin slalu suruh ajukan kenaikkan limit, tp setiap di ajukan pasti di tolak. Sudah itu bg yg di sediakan bank BCA sementara saya gajiannya dari bank mandiri. Pada hal saya gunakan kredivo sudah lebih dr 2 tahun, tp g' ada perubahan limit,.."
Umriana Ghania,5,2024-05-21 07:51:30,"Saya kasih bintang 1 , limit saya sudah kembali banyak dan cicilan sudah berkurang, udh ga pernah telat tp ga bisa di pinjem dan ga bisa di gunakan belanja di Shopee. Jd buat apa tuh limit banyak2 kl ga bisa di gunakan. Tolong lah cek lg"
Iqbal Inter,5,2024-05-21 07:49:56,makasih kredivo.dengan adanya aplikasi kredivo saya tidak bingung buat apa saja..mau belanja online maupun offline gampang..udh 2 tahun lebih make kredivo..ini aplikasi yg sangat bermamfaat dan gampang digunakan..ke amanan akunpun sekelas bank..skali lagi makasih kredivo
Dedi Lukmansyah,5,2024-05-21 06:52:17,"Sangat membantu,ayo turunkan bunganya jangan tinggi² , aplikasi memudahkan transaksi dan praktis, keren👍 Lengkap semua kebutuhan, promo banyakin lagi, bunga pinjaman turunin lah, biar nyaman dan voucher yg lebih membantu terutama discount dan cash back, biaya admin coba diturunkan ya"
Nur Annisa,3,2024-05-21 06:49:41,"aneh sih, ga bisa beli kuota ataupun barang lagi di kredivo cuman gara² telat bayar dikarenakan hpku rusak, limit langsung diturunin . itupun pas kelar di servis langsung aku byr sama cicilan bulan kedepannya . setiap mau trnsaksi lagi selalu bacaannya *status transaksi tidak sah* . kredivo ga ky dulu lagi, versi yg sekarang terlalu ribet, toh aku juga baru kali ini byrnya telat karna hpku rusak, sblmnya byr krdivo sblm jth tmponya slaluku byr. mau beli apapun lagi jd di persulit, kecewa!!!"
Kris Tanto,5,2024-05-21 06:05:51,"Pakai aplikasi kredivo, Seolah-olah punya kartu kredit virtual. Limit gede, transaksi mudah. Cuma utk bunga transaksinya kalau bisa di kecilin, jangan 2.6 persen. Jadi 1 persen pasti mantaaap tuh😎"
Muhammad Khasan Malik,2,2024-05-21 00:59:57,"Bayar gak pernah lewat jatuh tempo tp kredifazz dibekuin selama 30 hari, score kredit jg stalk di B walaupun bayar selalu tepat waktu. Yang kaya gini nih yg bisa bikin kapok orang."
Nopianus Yap,5,2024-05-20 23:44:45,Aplikasi yg cukup bagus sangat mudah dalam transaksi dan membantu juga. Semoga Limit nya bisa cepat naik
Nanang Nuryana,5,2024-05-20 23:31:22,Terimakasih kredivo .sy sudah 2 tahun pakai aplikasinya asli care banget .. kalo boleh usul untuk qris umumnya tolong diaktifkan lagi..jangan hanya buat aplikasi tertentu saja yg bisa belanja pake qris thks
Dita Deliana,1,2024-05-20 21:52:53,"Sorry banget kasih bintang satu, akun diblokir permanen aneh banget padahal bayar tepat waktu. Belum waktunya bayar juga udah bayar duluan. Sistem eror apa gimana sih. Udah berbulan bulan loh padahal, telfon cs malah jawabannya template. Hadehhhh sorry deh yaaa awalnya bagus dan membantu makin lama makin gak karuan."
Tatang Suryana,5,2024-05-20 21:28:58,"tksi atas kepercayaanya, aplikasi ini sangat membantu sekali untuk yg sedang membutuhkan dana dgn cepat, limitnya lumayan besar dgn tenor yg sesuai dgn kemampuan"
putra,2,2024-05-20 19:22:29,Saya mengutamakan di kredivo pembayaran lancar.. tapi dari skor kredit A+ berubah jadi B. Padahal saya selalu bayar sebelum jatu tempo dan sudah lama hampir 8th jadi pelanggan kredivo. Memang saya masih ada 2 kali cicilan itu akan saya bayar tapi klw memang saya sudah tidak bisa lagi ambil setelah di lunasi. Ok saya terima tidak apa² mungkin saya harus berpikir untuk berhenti memakai kredivo serta keluarga . Dan anda kehilangan nasabah yg setia memakai kredivo.
Akane Hiyama,3,2024-05-20 18:29:56,"Masih gak terima fitur QRIS dihilangkan, karena itu fitur yg paling sering dipake, dan paling membantu buat saya. Untuk skrng bintang 3 dlu sampe fitur QRIS dikembalikan."
abusiri muhammad,1,2024-05-20 17:34:29,Kurang puas dan sangat mengecewakan. Udah pengguna 3 tahunan mlh gabisa cicilan. Sangat mengecewakan pokoknya. Klo bener Nanti bintang diubah. Kalo untuk saat ini biarkan bintang yang berbicara. Terimakasih
Jumriah Ancha,5,2024-05-20 15:52:06,Aplikasi kredivo sangat bagus dan aman pencairannya cepat dan mudah sangat membantu untuk memenuhi kebutuhan sekarang limit saya sdah lebih 10 juta mudah mudahan bisa ditingkatkan lagi sukses selalu untuk kredivo
